_id,CT_ID,Collection,Coilection_ID,Subgenus,Species,Year,Month,Collecting_date,Country,Location,Latitude,Longitude,Elevation_minimum,Elevation_maximum,Collector,Caste
1,CT#1,NHMUK,10820547,Megabombus,Bombus montivagus,1991.0,Nov,17/1/1900,Thailand,Doi Suthep-Pui NP ,18.8067,98.9164,1130,1130,I. J. Kitching,Male
2,CT#2,NHMUK,10820548,Megabombus,Bombus montivagus,1991.0,Nov,17/11/1991,Thailand,Doi Suthep-Pui NP ,18.8067,98.9164,1130,1130,I. J. Kitching,Worker
3,CT#3,NHMUK,10820549,Megabombus,Bombus montivagus,1920.0,May,31/05/1920,Laos,Luang Prabang,20.0656,102.6216,,,R. V. de Salvaza,Male
4,CT#4,NHMUK,10820550,Megabombus,Bombus montivagus,1964.0,Feb,14/02/1964,Malaysia,Gunung Brinchang,4.5175,101.3825,2030,2030,H. T. Pagden,Queen
5,CT#5,NHMUK,10820551,Megabombus,Bombus montivagus,1935.0,Jun,17/06/1935,Malaysia,Cameron highlands,4.4721,101.3801,1382,1524,H. M. Pendlebury,Worker
6,CT#6,NHMUK,10820552,Megabombus,Bombus montivagus,1938.0,Jul,26/07/1938,Malaysia,Gunung Berembun,4.3333,101.45,1841,1841,H. M. Pendlebury,Worker
7,CT#7,NHMUK,10820553,Megabombus,Bombus montivagus,1938.0,Jul,19/07/1938,Malaysia,Cameron highlands,4.4721,101.3801,1585,1585,H. M. Pendlebury,Worker
8,CT#8,NHMUK,10820554,Megabombus,Bombus albopleuralis,1935.0,Mar,14/03/1935,India,Mishmi Hills,28.25,96.0,747,747,M. Steele,Queen
9,CT#9,NHMUK,10820555,Megabombus,Bombus albopleuralis,1935.0,Mar,28/03/1935,India,Lohit River,27.7985,95.6353,,,M. Steele,Queen
10,CT#10,NHMUK,10820556,Megabombus,Bombus albopleuralis,1938.0,Jul,27/7/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
11,CT#11,NHMUK,10820557,Megabombus,Bombus albopleuralis,1938.0,Jul,24/7/1938,Myanmar,Nam Tamai Valley,27.7,97.4,914,914,R. Kaulback,Worker
12,CT#12,NHMUK,10820558,Megabombus,Bombus albopleuralis,1931.0,Aug,7/8/1931,Myanmar,Nam Tamai ,27.7,97.9,,,Lord Cranbrook,Worker
13,CT#13,NHMUK,10820559,Megabombus,Bombus albopleuralis,1938.0,Jul,7/7/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
14,CT#14,NHMUK,10820560,Megabombus,Bombus albopleuralis,1938.0,Jul,7/7/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
15,CT#15,NHMUK,10820561,Megabombus,Bombus albopleuralis,1938.0,Aug,15/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
16,CT#16,NHMUK,10820562,Megabombus,Bombus albopleuralis,1938.0,Dec,9/12/1938,Myanmar,Nam Tamai Valley,27.8,97.8,1067,1067,R. Kaulback,Worker
17,CT#17,NHMUK,10820563,Megabombus,Bombus albopleuralis,1938.0,Feb,8/2/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
18,CT#18,NHMUK,10820564,Megabombus,Bombus albopleuralis,1938.0,Aug,15/8/1938,Myanmar,Nam Tamai Valley,27.7,97.4,914,914,R. Kaulback,Worker
19,CT#19,NHMUK,10820565,Megabombus,Bombus albopleuralis,1938.0,Dec,9/12/1938,Myanmar,Nam Tamai Valley,27.8,97.8,1067,1067,R. Kaulback,Worker
20,CT#20,NHMUK,10820566,Megabombus,Bombus  irisanensis,,,,Philippines,North Luzon,16.5662,121.2626,,,,Worker
21,CT#21,NHMUK,10820567,Megabombus,Bombus  senex,1923.0,Aug,,Indonesia,West Sumatra,-1.6967,101.2642,3048,3048,C. J. Brooks,Queen
22,CT#22,NHMUK,10820568,Megabombus,Bombus  senex,1923.0,Aug,,Indonesia,West Sumatra,-1.6967,101.2642,3048,3048,C. J. Brooks,Worker
23,CT#23,NHMUK,10820569,Megabombus,Bombus  senex,1914.0,May,,Indonesia,Korinchi peak,-1.6967,101.2642,3048,3048,H. T. Pagden,Queen
24,CT#24,NHMUK,10820570,Megabombus,Bombus  senex,1929.0,Dec,27/12/1929,Indonesia,Sumatra Sibayak,3.2,98.5167,1800,2094,H. T. Pagden,Worker
25,CT#25,NHMUK,10820571,Megabombus,Bombus  senex,1929.0,Dec,27/12/1929,Indonesia,Sumatra Sibayak,3.2,98.5167,1800,2094,H. T. Pagden,Worker
26,CT#26,NHMUK,10820572,Megabombus,Bombus  senex,1929.0,Dec,27/12/1929,Indonesia,Sumatra Sibayak,3.2,98.5167,1800,2094,H. T. Pagden,Male
27,CT#27,NHMUK,10820573,Megabombus,Bombus  senex,1929.0,Dec,27/12/1929,Indonesia,Sumatra Sibayak,3.2,98.5167,1800,2094,H. T. Pagden,Male
28,CT#28,NHMUK,10820574,Megabombus,Bombus  senex,1929.0,Dec,27/12/1929,Indonesia,Sumatra Sibayak,3.2,98.5167,1800,2094,H. T. Pagden,Male
29,CT#29,NHMUK,10820575,Orientalibombus,Bombus funerarius,1938.0,Sep,16/9/1938,Myanmar,Nam Tamai Valley,27.7,97.9,1524,1524,R. Kaulback,Worker
30,CT#30,NHMUK,10820576,Orientalibombus,Bombus funerarius,1938.0,Sep,16/9/1938,Myanmar,Nam Tamai Valley,27.7,97.9,1524,1524,R. Kaulback,Worker
31,CT#31,NHMUK,10820577,Orientalibombus,Bombus haemorrhoidalis,1920.0,May,31/5/1920,Laos,Luang Prabang,20.09,101.43,,,R. V. de Salvaza,Male
32,CT#32,NHMUK,10820578,Orientalibombus,Bombus haemorrhoidalis,1918.0,Jan,12/1/1918,Laos,Tintoe,,,,,R. V. de Salvaza,Male
33,CT#33,NHMUK,10820579,Orientalibombus,Bombus haemorrhoidalis,1891.0,Dec,,Myanmar,Tenasserim Kelido,18.53,97.2,,,C. T. Bingham,Male
34,CT#34,NHMUK,10820580,Orientalibombus,Bombus haemorrhoidalis,1917.0,Nov,26/11/1917,Laos,Xieng Khouaug ,19.4233408,102.3493073,,,R. V. de Salvaza,Male
35,CT#35,NHMUK,10820581,Orientalibombus,Bombus haemorrhoidalis,1918.0,Mar,14/3/1918,Laos,Luang Prabang,20.09,101.43,,,R. V. de Salvaza,Queen
36,CT#36,NHMUK,10820582,Orientalibombus,Bombus haemorrhoidalis,1892.0,Nov,,Myanmar,Dawnat Range,17.1999989,98.0658234,,,C. T. Bingham,Worker
37,CT#37,NHMUK,10820583,Orientalibombus,Bombus haemorrhoidalis,1928.0,Mar,24/3/1928,Thailand,Chiang Mai,18.77,98.94,,,Dr. & Mrs. J. W. McKean,Worker
38,CT#38,NHMUK,10820584,Orientalibombus,Bombus haemorrhoidalis,1934.0,Aug,,Myanmar,Taunggyi,20.7869273,97.0149992,,,Prof. F. J. Meggit,Worker
39,CT#39,NHMUK,10820585,Orientalibombus,Bombus haemorrhoidalis,1909.0,Jun,,India,"Naga Hills, Kohima",26.0,95.0,1402,1402,H. C. Tytler,Worker
40,CT#40,NHMUK,10820586,Orientalibombus,Bombus haemorrhoidalis,1930.0,May,12/5/1930,Myanmar,Kachin Hills,26.4736638,97.2468668,610,610,F. Kingdon Ward,Worker
41,CT#41,NHMUK,10820587,Orientalibombus,Bombus haemorrhoidalis,1890.0,Jul,9/7/1890,India,Margherita (Assam),27.2919823,95.6377774,,,C. T. Bingham,Worker
42,CT#42,NHMUK,10820588,Orientalibombus,Bombus haemorrhoidalis,1909.0,Jun,,India,"Naga Hills, Kohima",26.0,95.0,,,H. C. Tytler,Queen
43,CT#43,NHMUK,10820589,Orientalibombus,Bombus haemorrhoidalis,1930.0,Apr,12/4/1930,Myanmar,Kachin Hills,26.4736638,97.2468668,610,610,F. Kingdon Ward,Worker
44,CT#44,NHMUK,10820590,Orientalibombus,Bombus haemorrhoidalis,1930.0,Apr,12/4/1930,Myanmar,Kachin Hills,26.4736638,97.2468668,610,610,F. Kingdon Ward,Worker
45,CT#45,NHMUK,10820591,Orientalibombus,Bombus haemorrhoidalis,1935.0,Jan,4/1/1935,India,Mishmi Hills,28.2505763,95.9930746,,,M. Steele,Worker
46,CT#46,NHMUK,10820592,Orientalibombus,Bombus haemorrhoidalis,1930.0,Apr,12/4/1930,Myanmar,Kachin Hills,26.4736638,97.2468668,610,610,F. Kingdon Ward,Worker
47,CT#47,NHMUK,10820593,Orientalibombus,Bombus haemorrhoidalis,1930.0,Apr,12/4/1930,Myanmar,Kachin Hills,26.4736638,97.2468668,610,610,F. Kingdon Ward,Worker
48,CT#48,NHMUK,10820594,Orientalibombus,Bombus haemorrhoidalis,1930.0,Jun,12/6/1930,Myanmar,Kachin Hills,26.4736638,97.2468668,610,610,F. Kingdon Ward,Worker
49,CT#49,NHMUK,10820595,Orientalibombus,Bombus haemorrhoidalis,1935.0,,,India,Mishmi Hills,28.2505763,95.9930746,,,M. Steele,Queen
50,CT#50,NHMUK,10820596,Orientalibombus,Bombus haemorrhoidalis,1935.0,,,India,Mishmi Hills,28.2505763,95.9930746,,,M. Steele,Queen
51,CT#51,NHMUK,10820597,Orientalibombus,Bombus haemorrhoidalis,1935.0,Mar,19/3/1935,India,Mishmi Hills,28.2505763,95.9930746,,,M. Steele,Worker
52,CT#52,NHMUK,10820598,Orientalibombus,Bombus haemorrhoidalis,1935.0,Mar,19/3/1935,India,Mishmi Hills,28.2505763,95.9930746,,,M. Steele,Worker
53,CT#53,NHMUK,10820599,Orientalibombus,Bombus haemorrhoidalis,1935.0,Mar,28/3/1935,India,Mishmi Hills,28.2505763,95.9930746,,,M. Steele,Worker
54,CT#54,NHMUK,10820600,Orientalibombus,Bombus haemorrhoidalis,1935.0,Mar,16/3/1935,India,Mishmi Hills,28.2505763,95.9930746,,,M. Steele,Worker
55,CT#55,NHMUK,10820601,Thoracobombus,Bombus impetuosus,1915.0,Sep,,Vietnam,Dong Van ,23.2247,105.2429,,,R. V. de Salvaza,Worker
56,CT#56,NHMUK,10820602,Alpigenobombus,Bombus genalis,1938.0,Aug,29/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
57,CT#57,NHMUK,10820603,Alpigenobombus,Bombus genalis,1938.0,Aug,29/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
58,CT#58,NHMUK,10820604,Alpigenobombus,Bombus genalis,1938.0,Aug,29/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
59,CT#59,NHMUK,10820605,Alpigenobombus,Bombus genalis,1938.0,Aug,29/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
60,CT#60,NHMUK,10820606,Alpigenobombus,Bombus genalis,1938.0,Aug,29/8/1938,Myanmar,Nam Tamai Valley,27.7,97.9,914,914,R. Kaulback,Worker
61,CT#61,NHMUK,10820607,Alpigenobombus,Bombus genalis,1938.0,Dec,8/12/1938,Myanmar,Nam Tamai Valley,27.7,97.9,1829,1829,R. Kaulback,Worker
62,CT#62,NHMUK,10820608,Alpigenobombus,Bombus breviceps,1924.0,Mar,6/3/1924,Vietnam,Ngai-Tio,22.6,103.6666667,1463,1463,H. Stevens,Worker
63,CT#63,NHMUK,10820609,Alpigenobombus,Bombus breviceps,1916.0,May,6/5/1916,Vietnam,Sa pa ,22.35,103.8666667,,,R. V. de Salvaza,Queen
64,CT#64,NHMUK,10820610,Alpigenobombus,Bombus breviceps,1916.0,May,21/5/1916,Vietnam,Sa pa ,22.35,103.8666667,,,R. V. de Salvaza,Worker
65,CT#65,NHMUK,10820611,Alpigenobombus,Bombus breviceps,1916.0,May,25/5/1916,Vietnam,Sa pa ,22.35,103.8666667,,,R. V. de Salvaza,Worker
66,CT#66,NHMUK,10820612,Alpigenobombus,Bombus breviceps,,,,Vietnam,Dong Van ,,,,,R. V. de Salvaza,Queen
67,CT#67,NHMUK,10820613,Alpigenobombus,Bombus breviceps,1915.0,Oct,30/10/1915,Vietnam,Si rai,,,,,R. V. de Salvaza,Queen
68,CT#68,NHMUK,10820614,Alpigenobombus,Bombus breviceps,,,,Vietnam,,,,,,R. V. de Salvaza,Queen
69,CT#69,NHMUK,10820615,Alpigenobombus,Bombus breviceps,1915.0,Mar,20/3/1915,Laos,Xieng Khouaug ,19.6093,103.7289,,,R. V. de Salvaza,Queen
70,CT#70,NHMUK,10820616,Alpigenobombus,Bombus breviceps,1928.0,Mar,15/3/1928,Thailand,Chiang Mai,18.7877,98.9931,,,Dr. & Mrs. J. W. McKean,Queen
71,CT#71,NHMUK,10820617,Alpigenobombus,Bombus breviceps,1918.0,Oct,12/10/1918,Laos,Muong Pek,19.583333,103.316667,,,R. V. de Salvaza,Worker
72,CT#72,NHMUK,10820618,Alpigenobombus,Bombus breviceps,1918.0,Oct,12/10/1918,Laos,Muong Pek,19.583333,103.316667,,,R. V. de Salvaza,Male
73,CT#73,NHMUK,10820619,Alpigenobombus,Bombus breviceps,1938.0,Jul,27/7/1938,Myanmar,Nam Tamai Valley,27.7,97.9,,,R. Kaulback,Worker
74,CT#74,NHMUK,10820620,Alpigenobombus,Bombus breviceps,1938.0,Jul,27/7/1938,Myanmar,Nam Tamai Valley,27.7,97.9,,,R. Kaulback,Worker
75,CT#75,NHMUK,10820621,Pyrobombus,Bombus rotundiceps,1918.0,Nov,5/11/1918,Laos,Vien Phou kha,20.6823,101.0655,,,R. V. de Salvaza,Worker
76,CT#76,NHMUK,10820622,Pyrobombus,Bombus rotundiceps,1929.0,Jan,3/1/1929,Thailand,Doi Suthep,18.8067,98.9164,,,Mrs. Mckean,Worker
77,CT#77,NHMUK,10820623,Pyrobombus,Bombus infrequens,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
78,CT#78,NHMUK,10820624,Pyrobombus,Bombus infrequens,1931.0,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658,3658,Lord Cranbrook,Worker
79,CT#79,NHMUK,10820625,Pyrobombus,Bombus luteipes,1935.0,Jan,12/1/1935,India,Mishmi Hills,28.25,96.0,1189,1189,M. Steele,Queen
80,CT#80,NHMUK,10820626,Pyrobombus,Bombus luteipes,1931.0,Jan,12/1/1931,Myanmar,East Irrawaddy ,27.73,97.88,914-1219,914-1220,F. Kingdon Ward,Worker
81,CT#81,NHMUK,10820627,Pyrobombus,Bombus luteipes,1938.0,Sep,16/9/1938,Myanmar,Nam Tamai Valley,27.7,97.9,,,R. Kaulback,Worker
82,CT#82,NHMUK,10820628,Pyrobombus,Bombus flavescens,,,,Philippines,Negros,9.7151,122.8987,1829,1829,Whitehead,Worker
83,CT#83,NHMUK,10820629,Pyrobombus,Bombus flavescens,1925.0,May,19/5/1925,Philippines,Benguet,16.5577,120.8039,600,600,McGregor,Worker
84,CT#84,NHMUK,10820630,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
85,CT#85,NHMUK,10820631,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
86,CT#86,NHMUK,10820632,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
87,CT#87,NHMUK,10820633,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
88,CT#88,NHMUK,10820634,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
89,CT#89,NHMUK,10820635,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
90,CT#90,NHMUK,10820636,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
91,CT#91,NHMUK,10820637,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
92,CT#92,NHMUK,10820638,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
93,CT#93,NHMUK,10820639,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
94,CT#94,NHMUK,10820640,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
95,CT#95,NHMUK,10820641,Pyrobombus,Bombus flavescens,1986.0,Apr,27/4/1986,Philippines,Mt. Banahaw ,14.0675,121.4925,1400,1900,C. K. Starr,Worker
96,CT#96,NHMUK,10820642,Pyrobombus,Bombus flavescens,1922.0,Dec,25/12/1922,Malaysia,Gunung Tahan,4.633,102.235,1829,2164,H. M. Pendlebury,Queen
97,CT#97,NHMUK,10820643,Pyrobombus,Bombus flavescens,1921.0,Dec,14/12/1921,Malaysia,Gunung Tahan,4.633,102.235,1981,2164,H. M. Pendlebury,Queen
98,CT#98,NHMUK,10820644,Pyrobombus,Bombus flavescens,1921.0,Dec,13/12/1921,Malaysia,Gunung Tahan,4.633,102.235,1981,2164,H. M. Pendlebury,Queen
99,CT#99,NHMUK,10820645,Pyrobombus,Bombus flavescens,1922.0,Dec,26/12/1922,Malaysia,Gunung Tahan,4.633,102.235,1981,2164,H. M. Pendlebury,Queen
100,CT#100,NHMUK,10820646,Pyrobombus,Bombus flavescens,1922.0,Dec,27/12/1922,Malaysia,Gunung Tahan,4.633,102.235,1692,1692,H. M. Pendlebury,Queen
101,CT#101,NHMUK,10820647,Pyrobombus,Bombus flavescens,1921.0,Dec,14/12/1921,Malaysia,Gunung Tahan,4.633,102.235,1981,2164,H. M. Pendlebury,Queen
102,CT#102,NHMUK,10820648,Pyrobombus,Bombus flavescens,1922.0,Dec,27/12/1922,Malaysia,Gunung Tahan,4.633,102.235,1692,1692,H. M. Pendlebury,Worker
103,CT#103,NHMUK,10820649,Pyrobombus,Bombus flavescens,1905.0,Jun,17/6/1905,Malaysia,Gunung Tahan,4.633,102.235,1615,1829,H. C. Robinson,Worker
104,CT#104,NHMUK,10820650,Pyrobombus,Bombus flavescens,1905.0,Jun,17/6/1905,Malaysia,Gunung Tahan,4.633,102.235,1615,1829,H. C. Robinson,Worker
105,CT#105,NHMUK,10820651,Pyrobombus,Bombus flavescens,1905.0,Jul,20/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1554,1829,H. C. Robinson,Worker
106,CT#106,NHMUK,10820652,Pyrobombus,Bombus flavescens,1905.0,Jul,20/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1554,1829,H. C. Robinson,Worker
107,CT#107,NHMUK,10820653,Pyrobombus,Bombus flavescens,1905.0,Jul,20/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1554,1829,H. C. Robinson,Worker
108,CT#108,NHMUK,10820654,Pyrobombus,Bombus flavescens,1905.0,Jul,20/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1554,1829,H. C. Robinson,Worker
109,CT#109,NHMUK,10820655,Pyrobombus,Bombus flavescens,1905.0,Jul,20/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1554,1829,H. C. Robinson,Worker
110,CT#110,NHMUK,10820656,Pyrobombus,Bombus flavescens,1905.0,Jul,20/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1524,1829,H. C. Robinson,Worker
111,CT#111,NHMUK,10820657,Pyrobombus,Bombus flavescens,1905.0,Jul,14/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1615,1829,H. C. Robinson,Worker
112,CT#112,NHMUK,10820658,Pyrobombus,Bombus flavescens,1905.0,Jul,14/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1829,1829,H. C. Robinson,Worker
113,CT#113,NHMUK,10820659,Pyrobombus,Bombus flavescens,1905.0,Jul,14/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1829,1829,H. C. Robinson,Worker
114,CT#114,NHMUK,10820660,Pyrobombus,Bombus flavescens,1905.0,Jul,17/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1615,1829,H. C. Robinson,Worker
115,CT#115,NHMUK,10820661,Pyrobombus,Bombus flavescens,1905.0,Jul,18/7/1905,Malaysia,Gunung Tahan,4.633,102.235,1554,2133,H. C. Robinson,Worker
116,CT#116,NHMUK,10820662,Pyrobombus,Bombus flavescens,1905.0,Jul,19/7/1905,Malaysia,Gunung Tahan,4.633,102.235,2133,2133,H. C. Robinson,Worker
117,CT#117,NHMUK,10820663,Pyrobombus,Bombus flavescens,1905.0,Jun,17/6/1905,Malaysia,Gunung Tahan,4.633,102.235,1615,1826,H. C. Robinson,Worker
118,CT#118,NHMUK,10820664,Pyrobombus,Bombus flavescens,1992.0,Dec,21/12/1992,Malaysia,Gunung Tahan,4.633,102.235,1664,1664,H. M. Pendlebury,Worker
119,CT#119,NHMUK,10820665,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
120,CT#120,NHMUK,10820666,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
121,CT#121,NHMUK,10820667,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
122,CT#122,NHMUK,10820668,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
123,CT#123,NHMUK,10820669,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
124,CT#124,NHMUK,10820670,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
125,CT#125,NHMUK,10820671,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
126,CT#126,NHMUK,10820672,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
127,CT#127,NHMUK,10820673,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
128,CT#128,NHMUK,10820674,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
129,CT#129,NHMUK,10820675,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
130,CT#130,NHMUK,10820676,Pyrobombus,Bombus flavescens,,,,Malaysia,,4.633,102.235,,,,Worker
131,CT#131,NHMUK,10820677,Pyrobombus,Bombus flavescens,1959.0,Feb,,Malaysia,Gunung Tahan,4.633,102.235,2134,2134,J. A. Habp,Queen
132,CT#132,NHMUK,10820678,Pyrobombus,Bombus flavescens,1959.0,Feb,,Malaysia,Gunung Tahan,4.633,102.235,2134,2134,J. A. Habp,Queen
133,CT#133,NHMUK,10820679,Pyrobombus,Bombus flavescens,1959.0,Feb,,Malaysia,Gunung Tahan,4.633,102.235,2134,2134,J. A. Habp,Worker
134,CT#134,NHMUK,10820680,Pyrobombus,Bombus flavescens,1959.0,Feb,,Malaysia,Gunung Tahan,4.633,102.235,2134,2134,J. A. Habp,Queen
135,CT#135,NHMUK,10820681,Pyrobombus,Bombus flavescens,1959.0,Feb,,Malaysia,Gunung Tahan,4.633,102.235,2134,2134,J. A. Habp,Queen
136,CT#136,NHMUK,10820682,Pyrobombus,Bombus flavescens,1959.0,Feb,,Malaysia,Gunung Tahan,4.633,102.235,2134,2134,J. A. Habp,Worker
137,CT#137,NHMUK,10820683,Pyrobombus,Bombus flavescens,1959.0,Feb,,Malaysia,Gunung Tahan,4.633,102.235,2134,2134,J. A. Habp,Queen
138,CT#138,NHMUK,10820684,Pyrobombus,Bombus flavescens,1959.0,Feb,,Malaysia,Gunung Tahan,4.633,102.235,2134,2134,J. A. Habp,Worker
139,CT#139,NHMUK,10820685,Pyrobombus,Bombus flavescens,1959.0,Feb,,Malaysia,Gunung Tahan,4.633,102.235,2134,2134,J. A. Habp,Worker
140,CT#140,NHMUK,10820686,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Male
141,CT#141,NHMUK,10820687,Pyrobombus,Bombus flavescens,1940.0,Jan,30/1/1940,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2032,2032,H. T. Pagden,Male
142,CT#142,NHMUK,10820688,Pyrobombus,Bombus flavescens,1964.0,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Male
143,CT#143,NHMUK,10814571,Pyrobombus,Bombus flavescens,1931.0,May,23/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402,1402,H. T. Pagden,Worker
144,CT#144,NHMUK,10814572,Pyrobombus,Bombus flavescens,1931.0,May,24/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1524,1524,H. T. Pagden,Worker
145,CT#145,NHMUK,10814573,Pyrobombus,Bombus flavescens,1931.0,May,24/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1524,1524,H. T. Pagden,Worker
146,CT#146,NHMUK,10814574,Pyrobombus,Bombus flavescens,1931.0,May,24/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1524,1524,H. T. Pagden,Worker
147,CT#147,NHMUK,10814575,Pyrobombus,Bombus flavescens,1931.0,May,24/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1524,1524,H. T. Pagden,Worker
148,CT#148,NHMUK,10814576,Pyrobombus,Bombus flavescens,1931.0,May,25/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402,1402,H. T. Pagden,Worker
149,CT#149,NHMUK,10814577,Pyrobombus,Bombus flavescens,1931.0,May,28/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1371,1371,H. T. Pagden,Worker
150,CT#150,NHMUK,10814578,Pyrobombus,Bombus flavescens,1931.0,May,27/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1371,1371,H. T. Pagden,Worker
151,CT#151,NHMUK,10814579,Pyrobombus,Bombus flavescens,1931.0,May,27/5/1931,Malaysia,Cameron highlands,4.4706,101.3766,1371,1371,H. T. Pagden,Worker
152,CT#152,NHMUK,10814580,Pyrobombus,Bombus flavescens,1935.0,Jan,10/1/1935,Malaysia,Cameron highlands,4.4721,101.3801,,,H. T. Pagden,Worker
153,CT#153,NHMUK,10814581,Pyrobombus,Bombus flavescens,1935.0,Sep,30/9/1935,Malaysia,Tanah Rata,4.4706,101.3766,,,H. T. Pagden,Worker
154,CT#154,NHMUK,10814582,Pyrobombus,Bombus flavescens,1935.0,Sep,30/9/1935,Malaysia,Tanah Rata,4.4706,101.3766,,,H. T. Pagden,Worker
155,CT#155,NHMUK,10814583,Pyrobombus,Bombus flavescens,1935.0,Sep,30/9/1935,Malaysia,Tanah Rata,4.4706,101.3766,,,H. T. Pagden,Worker
156,CT#156,NHMUK,10814584,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Worker
157,CT#157,NHMUK,10814585,Pyrobombus,Bombus flavescens,1964.0,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030,2030,H. T. Pagden,Worker
